	alien-11-0-0	alien-11-60-0	kazan5500_2015_05_26_1_L04_25HP_F3	kazan5500_2015_05_26_1_L06_41HP_F3	kazan5500_2015_05_26_1_L06_43HP_F3	kazan5500_2015_06_20_1_L01_50HP_F3	kazan5500_2015_06_20_1_L01_59HP_F3	kazan5500_2015_11_27_1_L02_58HP_F3	kazan5500_2015_11_27_1_L05_88HP_F3	kazan5500_2015_11_27_1_L06_98HP_F3	kazan5500_2015_12_11_L01_70HP_F3	kazan5500_2016_04_22_1_L01_115HP_F3	kazan5500_2016_04_22_1_L01_119HP_F3	kazan5500_2016_05_31_HP_A_L02_163HP_F3	kazan5500_2016_05_31_HP_A_L03_160HP_F3	kazan5500_2016_05_31_HP_A_L03_164HP_F3	scavenger-11-0-0
g020296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020297	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g020298	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g020302	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g020303	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g020306	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g020307	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020308	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g020309	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
g020310	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020311	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g020313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020320	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
g020321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020322	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g020323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020326	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g020327	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0
g020329	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020330	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020332	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g020333	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1
g020334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g020337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g020343	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1
g020347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g020348	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g020358	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
g020379	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
g020385	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020388	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
g020391	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
g020393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020394	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
g020395	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
g020396	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0
g020397	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0
g020402	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g020403	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020405	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g020409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g020414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g020417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g020420	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
g020422	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1
g020423	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
g020427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020428	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1
g020431	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
g020432	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1
g020435	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
g020439	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
g020442	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0
g020446	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
g020452	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g020454	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
g020488	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020489	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1
g020491	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
g020495	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g020499	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
g020507	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0
g020508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020520	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1
g020521	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g020535	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1
g020540	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020541	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
g020543	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g020562	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0
g020564	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1
g020572	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
g020574	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g020576	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020579	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0
g020585	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
g020588	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020593	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
g020594	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
g020595	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
g020596	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020598	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g020600	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
g020601	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020602	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
g020603	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
g020604	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020605	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020606	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020607	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020608	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020609	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0
g020610	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0
g020611	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020612	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020613	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020614	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020619	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
g020620	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0
g020623	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g020625	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g020631	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
g020633	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g020636	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0
g020651	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g020653	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0
g020654	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0
g020656	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0
g020657	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0
g020658	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
g020659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g020660	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g020674	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
g020677	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
g020678	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0
g020679	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g020680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g020681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g020682	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g020688	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0
g020701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g020705	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g020706	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g020737	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
g020739	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
g020822	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g020908	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g020964	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g020967	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g020980	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
g021217	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0
g021231	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g021233	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g021414	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g021496	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g021521	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g021607	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g021646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g021717	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g021835	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g021929	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g021930	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g021931	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g021950	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g022016	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g022216	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g022221	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g022223	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g022224	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g022225	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g022248	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022324	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g022325	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g022326	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g022327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g022328	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g022329	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g022330	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g022331	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g022332	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g022333	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g022334	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
g022335	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g022336	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g022337	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g022338	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
g022340	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g022343	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g022385	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
g022395	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g022399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022401	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0
g022407	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0
g022410	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0
g022421	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0
g022437	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
g022438	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g022439	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
g022450	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0
g022452	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g022454	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
g022457	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
g022481	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g022485	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
g022486	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1
g022487	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g022488	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g022505	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g022512	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022514	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g022515	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g022517	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g022520	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022544	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g022546	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g022549	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g022553	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g022559	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g022561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022563	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g022564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022590	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022592	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g022593	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g022594	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g022597	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
g022598	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
g022599	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022601	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g022604	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
g022605	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g022606	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g022608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022610	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g022613	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g022614	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022615	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022621	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g022622	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g022624	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g022625	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g022626	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g022627	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022628	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022629	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g022638	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1
g022665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g022812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g022840	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g022904	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1
g022929	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0
g022935	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0
g022936	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0
g023074	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0
g023075	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g023200	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0
g023203	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
g023528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g023654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g023719	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g024096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g024158	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g024197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g024240	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g024300	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g024301	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g024302	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g024313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g024314	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0
g024316	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g024317	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
g024318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024319	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1
g024334	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0
g024335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024338	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
g024356	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g024359	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g024360	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g024361	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g024362	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
g024369	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0
g024370	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0
g024371	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0
g024372	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1
g024387	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024389	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g024400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024402	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g024407	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1
g024422	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024438	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1
g024448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024449	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g024454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g024456	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
g024484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024487	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
g024489	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024490	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
g024503	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1
g024513	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024517	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0
g024529	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024535	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g024536	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0
g024539	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024544	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
g024566	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1
g024578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024579	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
g024582	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g024583	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
g024587	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g024589	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g024590	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
g024591	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g024592	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
g024593	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
g024595	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
g024597	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g024599	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g024607	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g024608	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g024609	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g024621	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g024622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024623	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g024624	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g024627	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1
g024628	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0
g024629	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
g024631	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g024633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024635	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g024638	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1
g024639	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1
g024640	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
g024643	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
g024649	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0
g024650	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0
g024651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024655	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024668	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
g024688	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1
g024689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024690	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0
g024697	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g024698	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g024701	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0
g024705	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0
g024712	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024716	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g024718	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
g024720	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g024721	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g024727	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
g024728	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g024729	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g024730	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g024732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g024733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g024739	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g024742	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
g024751	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024755	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g024757	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1
